BOW_RECLUSTER_FREQ	CLARA_ITERS	COMP_METHOD	DELTA	DESCRIPTORS_PER_WORD	FASTCORNER_t	FLAT_WEIGHTING	F_ALGORITHM	F_ALG_HYP	F_ALG_NONGB	HIST_FACTOR	HIST_MAX_I	HIST_MIN_I	HIST_MIN_S	HIST_NORMALISE_I	HIST_NORM_LB	KMEDOIDS_ITERS	MAX_DESCRIPTORS_KM	MAX_DESCRIPTORS_KM_TOP	MAX_SCALE_RANGE	NORMALISE_PATCH	NUM_LEVELS	NUM_TO_LINK	N_FEATURES_RAND	N_IMAGES	N_ITERS	PATCH_BLUR	PATCH_ORIENT	PATCH_SCALE	RANSAC_3PT_THRESH	RANSAC_8PT_SV_CUTOFF	RANSAC_DISJOINT_MATCH_METHOD	RANSAC_E_PROB	RANSAC_E_THRESH	RANSAC_HYP_SET_SIZE_ADDITIONAL	RANSAC_SAMPLING_METHOD	RANSAC_VERIFICATION_METHOD	REENTRY_PROB	SCORE	SPARSE_ASSIGN_COUNT	SUBVEC_CACHE_SIZE	SUBVEC_LENGTH	S_VS_H	TARGET_CORRESPONDENCES	TIME	TIME_SCORE_WEIGHT	T_NEW	VEC_MIN_LENGTH	bRelPositioning	bScale	dRadius	eAlignmentMethod	eCorners	eLinkMethod	ePATCH_COMP_METHOD	nBinBlur	nBinLB	nBinUB	statA	statB	statMinCorr	statN	statNProcess	statQS	statScale	statT1	statT2	statVMtune	szExtra	
1.396016	1	0 	0.224190 	15 	50	15	5	5	1	4	228	12	10	1	3	1	173	176	30.000000	0	6	7	897	1600	1	3	0	3	20	3.933224	1 	0.800000	0.015905	0	3 	0 	0.250000 	-2.000000	14	39	18	8	227	0.060000	10	0.400000	55	1	0	163	3 	4 	0 	1 	4	8	142	0.274405	0.316988	4	2	181	0	585	0.594743	0.606726	0	"TuneOdometry"	
1.396016	3	0 	0.224190 	15 	40	15	5	8	1	4	228	12	10	1	3	2	173	188	30.000000	0	4	7	897	1600	1	3	0	3	22	3.933224	0 	0.800000	0.013046	0	3 	1 	0.250000 	-1.000000	14	40	14	8	248	284.240000	10	0.400000	55	1	0	163	1 	4 	2 	1 	4	9	149	0.274405	0.316988	4	2	181	0	585	0.594743	0.606726	0	"TuneOdometry"	
1.407801	1	0 	0.248436 	14 	40	15	8	5	1	4	228	12	10	1	3	4	173	188	30.000000	0	4	8	897	1600	1	3	0	2	22	4.156417	0 	0.811741	0.013046	0	0 	1 	0.250000 	523.000000	14	31	12	8	227	559.790000	10	0.400000	54	1	0	172	3 	4 	0 	0 	4	10	143	0.274405	0.316988	4	2	181	0	585	0.594743	0.606726	0	"TuneOdometry"	
1.300000	1	0 	0.212095 	15 	56	15	5	5	1	4	228	12	10	1	3	2	173	188	30.000000	0	3	9	897	1600	1	2	0	3	26	3.933224	1 	0.800000	0.010258	0	0 	0 	0.250000 	307.000000	22	41	23	8	223	453.150000	7	0.404752	54	1	0	144	3 	4 	1 	1 	4	8	129	0.274405	0.316988	4	2	181	0	585	0.594743	0.606726	0	"TuneOdometry"	
1.407229	1	6 	0.247926 	15 	49	15	5	8	1	4	228	12	10	1	3	2	173	175	15.000000	0	4	6	897	1600	1	3	0	3	19	4.680786	1 	0.811741	0.012943	1	1 	0 	0.295807 	-2.000000	14	39	17	8	224	0.000000	5	0.400000	53	1	0	144	1 	3 	0 	1 	4	10	163	0.274405	0.316988	4	2	181	0	585	0.594743	0.606726	0	"TuneOdometry"	
1.348008	1	6 	0.201643 	15 	57	15	5	5	0	4	228	12	10	1	3	1	173	176	30.000000	0	4	7	897	1600	1	2	0	3	22	3.933224	0 	0.800000	0.011593	0	0 	0 	0.250000 	4.000000	22	46	23	8	224	288.400000	7	0.402376	53	1	0	147	3 	4 	1 	5 	4	8	142	0.274405	0.316988	4	2	181	0	585	0.594743	0.606726	0	"TuneOdometry"	
1.407801	1	6 	0.224190 	15 	50	15	8	5	1	4	228	12	10	1	3	4	173	182	30.000000	1	3	7	897	1600	1	3	0	2	22	3.933224	0 	0.811741	0.014300	0	1 	0 	0.221734 	565.000000	14	39	17	8	226	469.160000	10	0.400000	53	1	0	151	3 	4 	0 	5 	4	10	144	0.274405	0.316988	4	2	181	0	585	0.594743	0.606726	0	"TuneOdometry"	
1.300000	1	0 	0.212095 	17 	52	15	5	5	1	4	228	12	10	1	3	1	187	201	30.000000	1	3	7	897	1600	1	4	0	2	26	3.933224	1 	0.800000	0.011222	0	0 	1 	0.250000 	522.000000	16	40	20	8	223	469.040000	10	0.409503	54	1	0	150	3 	4 	1 	1 	4	6	143	0.274405	0.316988	4	2	181	0	585	0.594743	0.606726	0	"TuneOdometry"	
1.407801	1	0 	0.248436 	19 	56	15	8	5	1	4	228	12	10	1	3	3	173	196	27.508592	0	3	8	746	1600	1	2	0	2	26	4.156417	1 	0.805871	0.013046	0	0 	0 	0.242725 	238.000000	14	31	23	8	225	423.220000	10	0.402376	54	1	0	158	3 	4 	1 	0 	4	8	129	0.274405	0.316988	4	2	181	0	585	0.594743	0.606726	0	"TuneOdometry"	
1.353900	1	0 	0.224218 	11 	64	15	5	5	1	4	228	12	10	1	3	4	173	188	30.000000	0	4	7	897	1600	1	2	0	2	24	3.933224	0 	0.811741	0.013046	0	0 	1 	0.250000 	520.000000	18	38	16	8	227	447.300000	10	0.385233	55	1	0	165	3 	4 	0 	0 	4	11	115	0.274405	0.316988	4	2	181	0	585	0.594743	0.606726	0	"TuneOdometry"	
1.342878	1	0 	0.206047 	20 	41	15	5	7	1	4	228	12	10	1	3	2	181	194	31.839289	1	4	7	1067	1600	1	2	0	2	26	4.074918	1 	0.805871	0.012397	0	3 	0 	0.250000 	32.000000	14	43	12	8	223	254.530000	10	0.400000	54	1	0	154	3 	3 	1 	0 	4	12	127	0.274405	0.316988	4	2	181	0	585	0.594743	0.606726	0	"TuneOdometry"	
